semester1,Institution1,Program,Degree_Level_Code,CIP,Program_status,ECount,GCount
2021-2022,University of Kentucky,*Learning and Behavior Disorders and Elementary Education,B ,13.1001,A  ,,
2022-2023,University of Kentucky,*Learning and Behavior Disorders and Elementary Education,B ,13.1001,A  ,,
2023-2024,University of Kentucky,*Learning and Behavior Disorders and Elementary Education,B ,13.1001,A  ,,
2024-2025,University of Kentucky,*Learning and Behavior Disorders and Elementary Education,B ,13.1001,A  ,9,
2014-2015,University of Kentucky,*Elementary Education,B ,13.1202,A  ,533,116
2015-2016,University of Kentucky,*Elementary Education,B ,13.1202,A  ,534,137
2016-2017,University of Kentucky,*Elementary Education,B ,13.1202,A  ,507,107
2017-2018,University of Kentucky,*Elementary Education,B ,13.1202,A  ,478,115
2018-2019,University of Kentucky,*Elementary Education,B ,13.1202,A  ,419,107
2019-2020,University of Kentucky,*Elementary Education,B ,13.1202,A  ,391,105
2020-2021,University of Kentucky,*Elementary Education,B ,13.1202,A  ,399,96
2021-2022,University of Kentucky,*Elementary Education,B ,13.1202,A  ,392,99
2022-2023,University of Kentucky,*Elementary Education,B ,13.1202,A  ,411,65
2023-2024,University of Kentucky,*Elementary Education,B ,13.1202,A  ,444,87
2024-2025,University of Kentucky,*Elementary Education,B ,13.1202,A  ,484,
2014-2015,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,58,10
2015-2016,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,74,17
2016-2017,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,88,10
2017-2018,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,104,27
2018-2019,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,82,27
2019-2020,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,72,21
2020-2021,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,62,20
2021-2022,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,55,14
2022-2023,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,61,8
2023-2024,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,58,13
2024-2025,University of Kentucky,*Middle Level Teacher Education,B ,13.1203,A  ,60,
2014-2015,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,40,8
2015-2016,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,33,6
2016-2017,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,31,8
2017-2018,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,31,6
2018-2019,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,23,2
2019-2020,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,25,9
2020-2021,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,22,3
2021-2022,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,33,3
2022-2023,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,31,10
2023-2024,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,29,5
2024-2025,University of Kentucky,*Interdisciplinary Early Childhood Education,B ,13.1210,A  ,35,
2014-2015,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2015-2016,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2016-2017,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2017-2018,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2018-2019,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2019-2020,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,4
2020-2021,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2021-2022,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2022-2023,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2023-2024,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2024-2025,University of Kentucky,"Science, Technology, Engineering, and Mathematics (STEM) Educational Methods.",B ,13.1213,A  ,,
2014-2015,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2015-2016,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2016-2017,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2017-2018,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2018-2019,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2019-2020,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,,
2020-2021,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,45,11
2021-2022,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,55,10
2022-2023,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,44,7
2023-2024,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,38,4
2024-2025,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1213,A  ,43,
2014-2015,University of Kentucky,*Art Education,B ,13.1302,A  ,32,5
2015-2016,University of Kentucky,*Art Education,B ,13.1302,A  ,34,6
2016-2017,University of Kentucky,*Art Education,B ,13.1302,A  ,33,6
2017-2018,University of Kentucky,*Art Education,B ,13.1302,A  ,26,5
2018-2019,University of Kentucky,*Art Education,B ,13.1302,A  ,26,7
2019-2020,University of Kentucky,*Art Education,B ,13.1302,A  ,17,
2020-2021,University of Kentucky,*Art Education,B ,13.1302,A  ,21,3
2021-2022,University of Kentucky,*Art Education,B ,13.1302,A  ,28,4
2022-2023,University of Kentucky,*Art Education,B ,13.1302,A  ,23,3
2023-2024,University of Kentucky,*Art Education,B ,13.1302,A  ,32,4
2024-2025,University of Kentucky,*Art Education,B ,13.1302,A  ,40,
2014-2015,University of Kentucky,*Health Promotion,B ,13.1307,A  ,8,4
2015-2016,University of Kentucky,*Health Promotion,B ,13.1307,A  ,4,
2016-2017,University of Kentucky,*Health Promotion,B ,13.1307,A  ,5,1
2017-2018,University of Kentucky,*Health Promotion,B ,13.1307,A  ,13,3
2018-2019,University of Kentucky,*Health Promotion,B ,13.1307,A  ,30,3
2019-2020,University of Kentucky,*Health Promotion,B ,13.1307,A  ,35,10
2020-2021,University of Kentucky,*Health Promotion,B ,13.1307,A  ,34,11
2021-2022,University of Kentucky,*Health Promotion,B ,13.1307,A  ,33,13
2022-2023,University of Kentucky,*Health Promotion,B ,13.1307,A  ,37,13
2023-2024,University of Kentucky,*Health Promotion,B ,13.1307,A  ,35,9
2024-2025,University of Kentucky,*Health Promotion,B ,13.1307,A  ,24,
2014-2015,University of Kentucky,*Music Education,B ,13.1312,A  ,137,22
2015-2016,University of Kentucky,*Music Education,B ,13.1312,A  ,116,22
2016-2017,University of Kentucky,*Music Education,B ,13.1312,A  ,104,21
2017-2018,University of Kentucky,*Music Education,B ,13.1312,A  ,103,28
2018-2019,University of Kentucky,*Music Education,B ,13.1312,A  ,114,22
2019-2020,University of Kentucky,*Music Education,B ,13.1312,A  ,118,16
2020-2021,University of Kentucky,*Music Education,B ,13.1312,A  ,132,14
2021-2022,University of Kentucky,*Music Education,B ,13.1312,A  ,124,18
2022-2023,University of Kentucky,*Music Education,B ,13.1312,A  ,126,27
2023-2024,University of Kentucky,*Music Education,B ,13.1312,A  ,120,28
2024-2025,University of Kentucky,*Music Education,B ,13.1312,A  ,115,
2014-2015,University of Kentucky,*Kinesiology,B ,13.1314,A  ,973,241
2015-2016,University of Kentucky,*Kinesiology,B ,13.1314,A  ,911,225
2016-2017,University of Kentucky,*Kinesiology,B ,13.1314,A  ,876,230
2017-2018,University of Kentucky,*Kinesiology,B ,13.1314,A  ,886,412
2018-2019,University of Kentucky,*Kinesiology,B ,13.1314,A  ,792,173
2019-2020,University of Kentucky,*Kinesiology,B ,13.1314,A  ,1646,207
2020-2021,University of Kentucky,*Kinesiology,B ,13.1314,A  ,808,412
2021-2022,University of Kentucky,*Kinesiology,B ,13.1314,A  ,791,179
2022-2023,University of Kentucky,*Kinesiology,B ,13.1314,A  ,843,200
2023-2024,University of Kentucky,*Kinesiology,B ,13.1314,A  ,938,189
2024-2025,University of Kentucky,*Kinesiology,B ,13.1314,A  ,939,
2014-2015,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,105,29
2015-2016,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,95,31
2016-2017,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,92,29
2017-2018,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,78,25
2018-2019,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,78,21
2019-2020,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,73,27
2020-2021,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,61,19
2021-2022,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,74,15
2022-2023,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,72,16
2023-2024,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,68,15
2024-2025,University of Kentucky,*Secondary Education-Social Studies Education,B ,13.1318,A  ,69,
2014-2015,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,49,13
2015-2016,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,57,6
2016-2017,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,82,10
2017-2018,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,76,17
2018-2019,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,84,17
2019-2020,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,80,17
2020-2021,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,79,19
2021-2022,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,66,12
2022-2023,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,54,6
2023-2024,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,67,22
2024-2025,University of Kentucky,*Agricultural Education and Advocacy,B ,13.1319,A  ,63,
2014-2015,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2015-2016,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2016-2017,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2017-2018,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,48,8
2018-2019,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,49,11
2019-2020,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,40,
2020-2021,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2021-2022,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2022-2023,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2023-2024,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2024-2025,University of Kentucky,"*Science, Technology, Engineering, & Mathematics (STEM) Education",B ,13.1399,A  ,,
2014-2015,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,,
2015-2016,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,,
2016-2017,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,,
2017-2018,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,,
2018-2019,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,33,1
2019-2020,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,30,4
2020-2021,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,26,7
2021-2022,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,13,2
2022-2023,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,13,5
2023-2024,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,14,2
2024-2025,University of Kentucky,*Curriculum and Instruction,D ,13.0301,A  ,17,
2014-2015,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,38,2
2015-2016,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,46,3
2016-2017,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,42,7
2017-2018,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,34,2
2018-2019,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,37,3
2019-2020,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,31,5
2020-2021,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,40,3
2021-2022,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,40,7
2022-2023,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,42,5
2023-2024,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,33,1
2024-2025,University of Kentucky,*Educational Leadership,D ,13.0401,A  ,35,
2014-2015,University of Kentucky,*Education Sciences,D ,13.0601,A  ,,
2015-2016,University of Kentucky,*Education Sciences,D ,13.0601,A  ,,
2016-2017,University of Kentucky,*Education Sciences,D ,13.0601,A  ,,
2017-2018,University of Kentucky,*Education Sciences,D ,13.0601,A  ,330,15
2018-2019,University of Kentucky,*Education Sciences,D ,13.0601,A  ,354,18
2019-2020,University of Kentucky,*Education Sciences,D ,13.0601,A  ,387,21
2020-2021,University of Kentucky,*Education Sciences,D ,13.0601,A  ,417,35
2021-2022,University of Kentucky,*Education Sciences,D ,13.0601,A  ,414,24
2022-2023,University of Kentucky,*Education Sciences,D ,13.0601,A  ,408,27
2023-2024,University of Kentucky,*Education Sciences,D ,13.0601,A  ,414,30
2024-2025,University of Kentucky,*Education Sciences,D ,13.0601,A  ,134,
2014-2015,University of Kentucky,*Studies in Higher Education,D ,13.0601,A  ,154,17
